0.00.318.843 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.424.319 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q4_K_M.gguf'
0.39.896.873 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.39.933.382 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.39.933.439 I srv  llama_server: model loaded
0.39.933.447 I srv  llama_server: listening on http://0.0.0.0:8091
0.40.019.200 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
21.33.180.845 I slot print_timing: id  0 | task 10306 |       total time =    4588.95 ms /    66 tokens
21.33.180.846 I slot print_timing: id  0 | task 10306 |    graphs reused =       9507
21.33.180.950 I slot      release: id  0 | task 10306 | stop processing: n_tokens = 569, truncated = 0
21.33.230.712 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.928
21.33.231.223 I slot launch_slot_: id  0 | task 10350 | processing task, is_child = 0
21.37.820.381 I slot print_timing: id  0 | task 10350 | prompt eval time =    1013.68 ms /    24 tokens (   42.24 ms per token,    23.68 tokens per second)
21.37.820.390 I slot print_timing: id  0 | task 10350 |        eval time =    3575.42 ms /    42 tokens (   85.13 ms per token,    11.75 tokens per second)
21.37.822.730 I slot print_timing: id  0 | task 10350 |       total time =    4589.10 ms /    66 tokens
21.37.822.737 I slot print_timing: id  0 | task 10350 |    graphs reused =       9547
21.37.822.833 I slot      release: id  0 | task 10350 | stop processing: n_tokens = 569, truncated = 0
21.37.871.744 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.928
21.37.872.247 I slot launch_slot_: id  0 | task 10394 | processing task, is_child = 0
21.42.460.797 I slot print_timing: id  0 | task 10394 | prompt eval time =    1012.78 ms /    24 tokens (   42.20 ms per token,    23.70 tokens per second)
21.42.460.805 I slot print_timing: id  0 | task 10394 |        eval time =    3575.72 ms /    42 tokens (   85.14 ms per token,    11.75 tokens per second)
21.42.460.807 I slot print_timing: id  0 | task 10394 |       total time =    4588.49 ms /    66 tokens
21.42.460.808 I slot print_timing: id  0 | task 10394 |    graphs reused =       9587
21.42.460.899 I slot      release: id  0 | task 10394 | stop processing: n_tokens = 569, truncated = 0
21.42.502.614 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.928
21.42.503.137 I slot launch_slot_: id  0 | task 10438 | processing task, is_child = 0
21.47.158.170 I slot print_timing: id  0 | task 10438 | prompt eval time =    1012.81 ms /    24 tokens (   42.20 ms per token,    23.70 tokens per second)
21.47.158.178 I slot print_timing: id  0 | task 10438 |        eval time =    3642.16 ms /    42 tokens (   86.72 ms per token,    11.53 tokens per second)
21.47.158.179 I slot print_timing: id  0 | task 10438 |       total time =    4654.98 ms /    66 tokens
21.47.158.189 I slot print_timing: id  0 | task 10438 |    graphs reused =       9627
21.47.158.283 I slot      release: id  0 | task 10438 | stop processing: n_tokens = 569, truncated = 0
21.47.218.398 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 178146798460
21.47.219.218 I slot launch_slot_: id  3 | task 10482 | processing task, is_child = 0
21.52.756.571 I slot print_timing: id  3 | task 10482 | prompt processing, n_tokens =    503, progress = 0.95, t =   3.86 s / 130.32 tokens per second
21.54.751.597 I slot print_timing: id  3 | task 10482 | prompt processing, n_tokens =    523, progress = 0.99, t =   5.85 s / 89.37 tokens per second
21.58.263.568 I slot print_timing: id  3 | task 10482 | prompt eval time =    6654.75 ms /   527 tokens (   12.63 ms per token,    79.19 tokens per second)
21.58.263.577 I slot print_timing: id  3 | task 10482 |        eval time =    2712.02 ms /    32 tokens (   84.75 ms per token,    11.80 tokens per second)
21.58.263.579 I slot print_timing: id  3 | task 10482 |       total time =    9366.77 ms /   559 tokens
21.58.263.580 I slot print_timing: id  3 | task 10482 |    graphs reused =       9657
21.58.269.474 I slot      release: id  3 | task 10482 | stop processing: n_tokens = 558, truncated = 0
21.58.311.994 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
21.58.313.016 I slot launch_slot_: id  3 | task 10518 | processing task, is_child = 0
22.02.053.689 I slot print_timing: id  3 | task 10518 | prompt eval time =    1034.72 ms /    24 tokens (   43.11 ms per token,    23.19 tokens per second)
22.02.053.697 I slot print_timing: id  3 | task 10518 |        eval time =    2705.90 ms /    32 tokens (   84.56 ms per token,    11.83 tokens per second)
22.02.053.707 I slot print_timing: id  3 | task 10518 |       total time =    3740.62 ms /    56 tokens
22.02.053.709 I slot print_timing: id  3 | task 10518 |    graphs reused =       9687
22.02.053.820 I slot      release: id  3 | task 10518 | stop processing: n_tokens = 558, truncated = 0
22.02.105.176 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
22.02.105.742 I slot launch_slot_: id  3 | task 10552 | processing task, is_child = 0
22.05.853.765 I slot print_timing: id  3 | task 10552 | prompt eval time =    1044.01 ms /    24 tokens (   43.50 ms per token,    22.99 tokens per second)
22.05.853.772 I slot print_timing: id  3 | task 10552 |        eval time =    2703.94 ms /    32 tokens (   84.50 ms per token,    11.83 tokens per second)
22.05.853.774 I slot print_timing: id  3 | task 10552 |       total time =    3747.95 ms /    56 tokens
22.05.853.775 I slot print_timing: id  3 | task 10552 |    graphs reused =       9717
22.05.854.095 I slot      release: id  3 | task 10552 | stop processing: n_tokens = 558, truncated = 0
22.05.902.584 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
22.05.903.174 I slot launch_slot_: id  3 | task 10586 | processing task, is_child = 0
22.09.674.518 I slot print_timing: id  3 | task 10586 | prompt eval time =    1067.49 ms /    24 tokens (   44.48 ms per token,    22.48 tokens per second)
22.09.674.526 I slot print_timing: id  3 | task 10586 |        eval time =    2703.79 ms /    32 tokens (   84.49 ms per token,    11.84 tokens per second)
22.09.674.527 I slot print_timing: id  3 | task 10586 |       total time =    3771.28 ms /    56 tokens
22.09.674.538 I slot print_timing: id  3 | task 10586 |    graphs reused =       9747
22.09.674.661 I slot      release: id  3 | task 10586 | stop processing: n_tokens = 558, truncated = 0
22.09.723.233 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
22.09.723.847 I slot launch_slot_: id  3 | task 10620 | processing task, is_child = 0
22.13.552.977 I slot print_timing: id  3 | task 10620 | prompt eval time =    1125.54 ms /    24 tokens (   46.90 ms per token,    21.32 tokens per second)
22.13.552.985 I slot print_timing: id  3 | task 10620 |        eval time =    2703.53 ms /    32 tokens (   84.49 ms per token,    11.84 tokens per second)
22.13.552.987 I slot print_timing: id  3 | task 10620 |       total time =    3829.07 ms /    56 tokens
22.13.552.989 I slot print_timing: id  3 | task 10620 |    graphs reused =       9777
22.13.553.090 I slot      release: id  3 | task 10620 | stop processing: n_tokens = 558, truncated = 0
22.13.597.490 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.960 (> 0.100 thold), f_keep = 0.907
22.13.598.065 I slot launch_slot_: id  3 | task 10654 | processing task, is_child = 0
22.18.255.729 I slot print_timing: id  3 | task 10654 | prompt eval time =    1069.28 ms /    24 tokens (   44.55 ms per token,    22.45 tokens per second)
22.18.255.738 I slot print_timing: id  3 | task 10654 |        eval time =    3588.33 ms /    42 tokens (   85.44 ms per token,    11.70 tokens per second)
22.18.255.739 I slot print_timing: id  3 | task 10654 |       total time =    4657.61 ms /    66 tokens
22.18.255.741 I slot print_timing: id  3 | task 10654 |    graphs reused =       9817
22.18.258.201 I slot      release: id  3 | task 10654 | stop processing: n_tokens = 568, truncated = 0
22.18.305.864 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.928
22.18.306.420 I slot launch_slot_: id  3 | task 10698 | processing task, is_child = 0
22.22.950.928 I slot print_timing: id  3 | task 10698 | prompt eval time =    1069.76 ms /    24 tokens (   44.57 ms per token,    22.43 tokens per second)
22.22.950.942 I slot print_timing: id  3 | task 10698 |        eval time =    3574.68 ms /    42 tokens (   85.11 ms per token,    11.75 tokens per second)
22.22.950.943 I slot print_timing: id  3 | task 10698 |       total time =    4644.44 ms /    66 tokens
22.22.950.945 I slot print_timing: id  3 | task 10698 |    graphs reused =       9857
22.22.951.044 I slot      release: id  3 | task 10698 | stop processing: n_tokens = 568, truncated = 0
22.22.998.520 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.928
22.22.999.108 I slot launch_slot_: id  3 | task 10742 | processing task, is_child = 0
22.27.640.210 I slot print_timing: id  3 | task 10742 | prompt eval time =    1062.01 ms /    24 tokens (   44.25 ms per token,    22.60 tokens per second)
22.27.640.218 I slot print_timing: id  3 | task 10742 |        eval time =    3579.02 ms /    42 tokens (   85.21 ms per token,    11.74 tokens per second)
22.27.640.219 I slot print_timing: id  3 | task 10742 |       total time =    4641.04 ms /    66 tokens
22.27.640.220 I slot print_timing: id  3 | task 10742 |    graphs reused =       9897
22.27.640.542 I slot      release: id  3 | task 10742 | stop processing: n_tokens = 568, truncated = 0
22.27.692.248 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.928
22.27.692.919 I slot launch_slot_: id  3 | task 10786 | processing task, is_child = 0
22.32.389.419 I slot print_timing: id  3 | task 10786 | prompt eval time =    1055.13 ms /    24 tokens (   43.96 ms per token,    22.75 tokens per second)
22.32.389.427 I slot print_timing: id  3 | task 10786 |        eval time =    3641.26 ms /    42 tokens (   86.70 ms per token,    11.53 tokens per second)
22.32.389.428 I slot print_timing: id  3 | task 10786 |       total time =    4696.39 ms /    66 tokens
22.32.389.430 I slot print_timing: id  3 | task 10786 |    graphs reused =       9937
22.32.389.788 I slot      release: id  3 | task 10786 | stop processing: n_tokens = 568, truncated = 0
22.32.448.823 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.928
22.32.449.442 I slot launch_slot_: id  3 | task 10830 | processing task, is_child = 0
22.37.125.588 I slot print_timing: id  3 | task 10830 | prompt eval time =    1099.48 ms /    24 tokens (   45.81 ms per token,    21.83 tokens per second)
22.37.125.596 I slot print_timing: id  3 | task 10830 |        eval time =    3576.57 ms /    42 tokens (   85.16 ms per token,    11.74 tokens per second)
22.37.125.597 I slot print_timing: id  3 | task 10830 |       total time =    4676.06 ms /    66 tokens
22.37.125.598 I slot print_timing: id  3 | task 10830 |    graphs reused =       9977
22.37.125.713 I slot      release: id  3 | task 10830 | stop processing: n_tokens = 568, truncated = 0
22.37.185.794 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 178197437182
22.37.186.661 I slot launch_slot_: id  2 | task 10874 | processing task, is_child = 0
22.37.186.754 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 4821.234 MiB)
22.42.985.492 I slot print_timing: id  2 | task 10874 | prompt processing, n_tokens =    440, progress = 0.77, t =   3.41 s / 129.11 tokens per second
22.43.703.394 I slot print_timing: id  2 | task 10874 | prompt processing, n_tokens =    530, progress = 0.93, t =   4.13 s / 128.46 tokens per second
22.45.662.551 I slot print_timing: id  2 | task 10874 | prompt processing, n_tokens =    568, progress = 0.99, t =   6.09 s / 93.34 tokens per second
22.55.448.611 I slot print_timing: id  2 | task 10874 | prompt eval time =    7085.75 ms /   572 tokens (   12.39 ms per token,    80.73 tokens per second)
22.55.448.619 I slot print_timing: id  2 | task 10874 |        eval time =    8785.38 ms /   100 tokens (   87.85 ms per token,    11.38 tokens per second)
22.55.448.621 I slot print_timing: id  2 | task 10874 |       total time =   15871.13 ms /   672 tokens
22.55.448.622 I slot print_timing: id  2 | task 10874 |    graphs reused =      10075
22.55.454.149 I slot      release: id  2 | task 10874 | stop processing: n_tokens = 671, truncated = 0
22.55.499.615 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.852
22.55.500.259 I slot launch_slot_: id  2 | task 10978 | processing task, is_child = 0
23.05.363.914 I slot print_timing: id  2 | task 10978 | prompt eval time =    1230.52 ms /    42 tokens (   29.30 ms per token,    34.13 tokens per second)
23.05.363.922 I slot print_timing: id  2 | task 10978 |        eval time =    8633.07 ms /   100 tokens (   86.33 ms per token,    11.58 tokens per second)
23.05.363.924 I slot print_timing: id  2 | task 10978 |       total time =    9863.59 ms /   142 tokens
23.05.366.546 I slot print_timing: id  2 | task 10978 |    graphs reused =      10173
23.05.366.668 I slot      release: id  2 | task 10978 | stop processing: n_tokens = 671, truncated = 0
23.05.409.961 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.852
23.05.410.557 I slot launch_slot_: id  2 | task 11080 | processing task, is_child = 0
23.15.313.179 I slot print_timing: id  2 | task 11080 | prompt eval time =    1273.73 ms /    42 tokens (   30.33 ms per token,    32.97 tokens per second)
23.15.313.187 I slot print_timing: id  2 | task 11080 |        eval time =    8628.82 ms /   100 tokens (   86.29 ms per token,    11.59 tokens per second)
23.15.313.188 I slot print_timing: id  2 | task 11080 |       total time =    9902.56 ms /   142 tokens
23.15.313.190 I slot print_timing: id  2 | task 11080 |    graphs reused =      10271
23.15.313.290 I slot      release: id  2 | task 11080 | stop processing: n_tokens = 671, truncated = 0
23.15.356.358 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.852
23.15.356.961 I slot launch_slot_: id  2 | task 11182 | processing task, is_child = 0
23.25.547.795 I slot print_timing: id  2 | task 11182 | prompt eval time =    1213.34 ms /    42 tokens (   28.89 ms per token,    34.62 tokens per second)
23.25.547.802 I slot print_timing: id  2 | task 11182 |        eval time =    8977.43 ms /   100 tokens (   89.77 ms per token,    11.14 tokens per second)
23.25.547.804 I slot print_timing: id  2 | task 11182 |       total time =   10190.77 ms /   142 tokens
23.25.547.805 I slot print_timing: id  2 | task 11182 |    graphs reused =      10369
23.25.550.554 I slot      release: id  2 | task 11182 | stop processing: n_tokens = 671, truncated = 0
23.25.592.169 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.852
23.25.592.793 I slot launch_slot_: id  2 | task 11284 | processing task, is_child = 0
23.35.498.506 I slot print_timing: id  2 | task 11284 | prompt eval time =    1264.38 ms /    42 tokens (   30.10 ms per token,    33.22 tokens per second)
23.35.498.515 I slot print_timing: id  2 | task 11284 |        eval time =    8641.26 ms /   100 tokens (   86.41 ms per token,    11.57 tokens per second)
23.35.498.517 I slot print_timing: id  2 | task 11284 |       total time =    9905.65 ms /   142 tokens
23.35.498.518 I slot print_timing: id  2 | task 11284 |    graphs reused =      10467
23.35.498.629 I slot      release: id  2 | task 11284 | stop processing: n_tokens = 671, truncated = 0
23.35.545.766 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.929 (> 0.100 thold), f_keep = 0.797
23.35.546.374 I slot launch_slot_: id  2 | task 11386 | processing task, is_child = 0
23.44.021.959 I slot print_timing: id  2 | task 11386 | prompt eval time =    1235.59 ms /    46 tokens (   26.86 ms per token,    37.23 tokens per second)
23.44.021.967 I slot print_timing: id  2 | task 11386 |        eval time =    7239.92 ms /    84 tokens (   86.19 ms per token,    11.60 tokens per second)
23.44.021.968 I slot print_timing: id  2 | task 11386 |       total time =    8475.51 ms /   130 tokens
23.44.021.970 I slot print_timing: id  2 | task 11386 |    graphs reused =      10549
23.44.025.835 I slot      release: id  2 | task 11386 | stop processing: n_tokens = 659, truncated = 0
23.44.069.692 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.874
23.44.070.344 I slot launch_slot_: id  2 | task 11472 | processing task, is_child = 0
23.52.522.397 I slot print_timing: id  2 | task 11472 | prompt eval time =    1216.93 ms /    46 tokens (   26.45 ms per token,    37.80 tokens per second)
23.52.522.404 I slot print_timing: id  2 | task 11472 |        eval time =    7235.05 ms /    84 tokens (   86.13 ms per token,    11.61 tokens per second)
23.52.522.406 I slot print_timing: id  2 | task 11472 |       total time =    8451.98 ms /   130 tokens
23.52.522.407 I slot print_timing: id  2 | task 11472 |    graphs reused =      10631
23.52.522.517 I slot      release: id  2 | task 11472 | stop processing: n_tokens = 659, truncated = 0
23.52.566.877 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.874
23.52.567.469 I slot launch_slot_: id  2 | task 11558 | processing task, is_child = 0
24.01.018.043 I slot print_timing: id  2 | task 11558 | prompt eval time =    1214.20 ms /    46 tokens (   26.40 ms per token,    37.88 tokens per second)
24.01.018.051 I slot print_timing: id  2 | task 11558 |        eval time =    7236.31 ms /    84 tokens (   86.15 ms per token,    11.61 tokens per second)
24.01.018.053 I slot print_timing: id  2 | task 11558 |       total time =    8450.52 ms /   130 tokens
24.01.018.054 I slot print_timing: id  2 | task 11558 |    graphs reused =      10713
24.01.018.159 I slot      release: id  2 | task 11558 | stop processing: n_tokens = 659, truncated = 0
24.01.060.497 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.874
24.01.061.115 I slot launch_slot_: id  2 | task 11644 | processing task, is_child = 0
24.09.782.641 I slot print_timing: id  2 | task 11644 | prompt eval time =    1214.17 ms /    46 tokens (   26.39 ms per token,    37.89 tokens per second)
24.09.782.656 I slot print_timing: id  2 | task 11644 |        eval time =    7504.89 ms /    84 tokens (   89.34 ms per token,    11.19 tokens per second)
24.09.782.659 I slot print_timing: id  2 | task 11644 |       total time =    8719.06 ms /   130 tokens
24.09.782.661 I slot print_timing: id  2 | task 11644 |    graphs reused =      10795
24.09.783.167 I slot      release: id  2 | task 11644 | stop processing: n_tokens = 659, truncated = 0
24.09.826.685 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.874
24.09.827.298 I slot launch_slot_: id  2 | task 11730 | processing task, is_child = 0
24.18.331.922 I slot print_timing: id  2 | task 11730 | prompt eval time =    1267.47 ms /    46 tokens (   27.55 ms per token,    36.29 tokens per second)
24.18.331.935 I slot print_timing: id  2 | task 11730 |        eval time =    7237.07 ms /    84 tokens (   86.16 ms per token,    11.61 tokens per second)
24.18.331.937 I slot print_timing: id  2 | task 11730 |       total time =    8504.54 ms /   130 tokens
24.18.331.938 I slot print_timing: id  2 | task 11730 |    graphs reused =      10877
24.18.332.304 I slot      release: id  2 | task 11730 | stop processing: n_tokens = 659, truncated = 0
24.18.390.510 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 178228245220
24.19.015.784 I slot launch_slot_: id  1 | task 11816 | processing task, is_child = 0
24.28.685.159 I slot print_timing: id  1 | task 11816 | prompt eval time =    1299.45 ms /    50 tokens (   25.99 ms per token,    38.48 tokens per second)
24.28.685.166 I slot print_timing: id  1 | task 11816 |        eval time =    6571.23 ms /    76 tokens (   86.46 ms per token,    11.57 tokens per second)
24.28.685.168 I slot print_timing: id  1 | task 11816 |       total time =    7870.68 ms /   126 tokens
24.28.685.170 I slot print_timing: id  1 | task 11816 |    graphs reused =      10951
24.28.689.478 I slot      release: id  1 | task 11816 | stop processing: n_tokens = 628, truncated = 0
24.28.733.245 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
24.28.733.854 I slot launch_slot_: id  1 | task 11894 | processing task, is_child = 0
24.36.510.851 I slot print_timing: id  1 | task 11894 | prompt eval time =    1221.89 ms /    50 tokens (   24.44 ms per token,    40.92 tokens per second)
24.36.510.858 I slot print_timing: id  1 | task 11894 |        eval time =    6555.04 ms /    76 tokens (   86.25 ms per token,    11.59 tokens per second)
24.36.510.860 I slot print_timing: id  1 | task 11894 |       total time =    7776.93 ms /   126 tokens
24.36.510.861 I slot print_timing: id  1 | task 11894 |    graphs reused =      11025
24.36.510.996 I slot      release: id  1 | task 11894 | stop processing: n_tokens = 628, truncated = 0
24.36.553.341 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
24.36.553.960 I slot launch_slot_: id  1 | task 11972 | processing task, is_child = 0
24.44.391.797 I slot print_timing: id  1 | task 11972 | prompt eval time =    1278.10 ms /    50 tokens (   25.56 ms per token,    39.12 tokens per second)
24.44.391.806 I slot print_timing: id  1 | task 11972 |        eval time =    6559.68 ms /    76 tokens (   86.31 ms per token,    11.59 tokens per second)
24.44.391.817 I slot print_timing: id  1 | task 11972 |       total time =    7837.78 ms /   126 tokens
24.44.391.818 I slot print_timing: id  1 | task 11972 |    graphs reused =      11099
24.44.391.927 I slot      release: id  1 | task 11972 | stop processing: n_tokens = 628, truncated = 0
24.44.433.309 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
24.44.433.889 I slot launch_slot_: id  1 | task 12050 | processing task, is_child = 0
24.52.297.109 I slot print_timing: id  1 | task 12050 | prompt eval time =    1217.27 ms /    50 tokens (   24.35 ms per token,    41.08 tokens per second)
24.52.297.116 I slot print_timing: id  1 | task 12050 |        eval time =    6645.88 ms /    76 tokens (   87.45 ms per token,    11.44 tokens per second)
24.52.297.118 I slot print_timing: id  1 | task 12050 |       total time =    7863.14 ms /   126 tokens
24.52.297.119 I slot print_timing: id  1 | task 12050 |    graphs reused =      11173
24.52.299.617 I slot      release: id  1 | task 12050 | stop processing: n_tokens = 628, truncated = 0
24.52.339.652 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
24.52.340.254 I slot launch_slot_: id  1 | task 12128 | processing task, is_child = 0
25.00.163.431 I slot print_timing: id  1 | task 12128 | prompt eval time =    1268.99 ms /    50 tokens (   25.38 ms per token,    39.40 tokens per second)
25.00.163.439 I slot print_timing: id  1 | task 12128 |        eval time =    6554.13 ms /    76 tokens (   86.24 ms per token,    11.60 tokens per second)
25.00.163.441 I slot print_timing: id  1 | task 12128 |       total time =    7823.12 ms /   126 tokens
25.00.163.451 I slot print_timing: id  1 | task 12128 |    graphs reused =      11247
25.00.163.553 I slot      release: id  1 | task 12128 | stop processing: n_tokens = 628, truncated = 0
25.00.220.600 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 178300984356
25.00.221.216 I slot launch_slot_: id  0 | task 12206 | processing task, is_child = 0
25.06.845.136 I slot print_timing: id  0 | task 12206 | prompt processing, n_tokens =    465, progress = 0.95, t =   3.70 s / 125.69 tokens per second
25.08.828.744 I slot print_timing: id  0 | task 12206 | prompt processing, n_tokens =    486, progress = 0.99, t =   5.68 s / 85.51 tokens per second
25.14.646.182 I slot print_timing: id  0 | task 12206 | prompt eval time =    6482.66 ms /   490 tokens (   13.23 ms per token,    75.59 tokens per second)
25.14.646.190 I slot print_timing: id  0 | task 12206 |        eval time =    5018.02 ms /    58 tokens (   86.52 ms per token,    11.56 tokens per second)
25.14.646.192 I slot print_timing: id  0 | task 12206 |       total time =   11500.68 ms /   548 tokens
25.14.646.193 I slot print_timing: id  0 | task 12206 |    graphs reused =      11302
25.14.649.981 I slot      release: id  0 | task 12206 | stop processing: n_tokens = 547, truncated = 0
25.14.688.622 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
25.14.689.078 I slot launch_slot_: id  0 | task 12268 | processing task, is_child = 0
25.20.692.506 I slot print_timing: id  0 | task 12268 | prompt eval time =    1029.34 ms /    25 tokens (   41.17 ms per token,    24.29 tokens per second)
25.20.692.514 I slot print_timing: id  0 | task 12268 |        eval time =    4974.03 ms /    58 tokens (   85.76 ms per token,    11.66 tokens per second)
25.20.692.770 I slot print_timing: id  0 | task 12268 |       total time =    6003.37 ms /    83 tokens
25.20.692.775 I slot print_timing: id  0 | task 12268 |    graphs reused =      11357
25.20.692.862 I slot      release: id  0 | task 12268 | stop processing: n_tokens = 547, truncated = 0
25.20.730.633 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
25.20.731.225 I slot launch_slot_: id  0 | task 12328 | processing task, is_child = 0
25.26.728.350 I slot print_timing: id  0 | task 12328 | prompt eval time =    1016.35 ms /    25 tokens (   40.65 ms per token,    24.60 tokens per second)
25.26.728.357 I slot print_timing: id  0 | task 12328 |        eval time =    4980.71 ms /    58 tokens (   85.87 ms per token,    11.64 tokens per second)
25.26.728.359 I slot print_timing: id  0 | task 12328 |       total time =    5997.06 ms /    83 tokens
25.26.728.360 I slot print_timing: id  0 | task 12328 |    graphs reused =      11412
25.26.728.671 I slot      release: id  0 | task 12328 | stop processing: n_tokens = 547, truncated = 0
25.26.770.401 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
25.26.771.095 I slot launch_slot_: id  0 | task 12388 | processing task, is_child = 0
25.32.756.226 I slot print_timing: id  0 | task 12388 | prompt eval time =    1013.24 ms /    25 tokens (   40.53 ms per token,    24.67 tokens per second)
25.32.756.234 I slot print_timing: id  0 | task 12388 |        eval time =    4971.82 ms /    58 tokens (   85.72 ms per token,    11.67 tokens per second)
25.32.756.236 I slot print_timing: id  0 | task 12388 |       total time =    5985.06 ms /    83 tokens
25.32.758.634 I slot print_timing: id  0 | task 12388 |    graphs reused =      11467
25.32.758.794 I slot      release: id  0 | task 12388 | stop processing: n_tokens = 547, truncated = 0
25.32.798.425 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
25.32.798.887 I slot launch_slot_: id  0 | task 12448 | processing task, is_child = 0
25.38.924.942 I slot print_timing: id  0 | task 12448 | prompt eval time =    1012.60 ms /    25 tokens (   40.50 ms per token,    24.69 tokens per second)
25.38.924.950 I slot print_timing: id  0 | task 12448 |        eval time =    5113.39 ms /    58 tokens (   88.16 ms per token,    11.34 tokens per second)
25.38.924.951 I slot print_timing: id  0 | task 12448 |       total time =    6125.99 ms /    83 tokens
25.38.924.953 I slot print_timing: id  0 | task 12448 |    graphs reused =      11522
25.38.925.046 I slot      release: id  0 | task 12448 | stop processing: n_tokens = 547, truncated = 0
25.38.968.521 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 178350951784
25.39.242.325 I slot launch_slot_: id  3 | task 12508 | processing task, is_child = 0
25.46.847.355 I slot print_timing: id  3 | task 12508 | prompt eval time =    1122.71 ms /    31 tokens (   36.22 ms per token,    27.61 tokens per second)
25.46.847.364 I slot print_timing: id  3 | task 12508 |        eval time =    5512.99 ms /    64 tokens (   86.14 ms per token,    11.61 tokens per second)
25.46.847.365 I slot print_timing: id  3 | task 12508 |       total time =    6635.70 ms /    95 tokens
25.46.847.366 I slot print_timing: id  3 | task 12508 |    graphs reused =      11584
25.46.850.872 I slot      release: id  3 | task 12508 | stop processing: n_tokens = 624, truncated = 0
25.46.895.446 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
25.46.896.165 I slot launch_slot_: id  3 | task 12574 | processing task, is_child = 0
